raw_row_id,office_id,office_name,office_street_address,office_city,office_state,office_zip_code,office_phone_number,empl_id,employee_first_name,employee_last_name,employee_job_title,employment_type,hire_date,employee_email,employee_phone_number,license_id,license_eff_date,license_exp_date,license_state,client_id,client_first_name,client_last_name,client_corp_name,client_tax_id,client_phone_number,client_email,client_type,client_req_id,req_state,req_city,req_zip_code,req_property_type_id,req_property_type_name,req_bedrooms,req_bathrooms,amenity_id,amenity_name,unit_id,property_zip_code,unit_number,building_number,property_street,property_city,property_state,property_county,property_type_id,property_type_name,listing_id,listing_price,listing_status,appointment_id,appointment_date,appointment_time,appointment_notes,appointment_status,transaction_id,transaction_amount,transaction_commission,transaction_date,transaction_type,client_role,open_house_id,open_house_date,open_house_time,neighborhood_zip_code,neighborhood_name,school_id,school_name,school_street,school_city,school_state,school_county,school_zip_code,station_id,transit_type
249,4,Princeton Office,55 Nassau St,Princeton,NJ,8542,6095551414,20,Harlem,Good,Senior Agent,FT,9/14/24,harlemgood@dreamhomesnyc.com,6095550020,1020,9/14/24,9/14/26,NJ,17,,,Blue Peak LLC,27-1000017,5551170017,deals17@bluepeakllc.com,Corporation,1248,NJ,Princeton,7030,4,Townhouse,1,2,1,Gym,55,8542,,54,Witherspoon St,Princeton,NJ,Mercer,4,Townhouse,55,1118987,Closed,249,4/10/26,15:00,price sensitive,canceled,,,,,,,,,,8542,Princeton Center,4,Princeton High,151 Moore St,Princeton,NJ,Mercer,8542,4,ferry
250,5,Chelsea Office,456 8th Ave,New York,NY,10001,(212) 555-1515,27,Alani,Stone,Agent,FT,4/1/24,alanistone@dreamhomesnyc.com,212-555-0027,1027,4/1/24,4/1/26,NY,195,Leah,Patel,,,5552950195,leah.patel195@email.com,Individual,1249,NY,Stamford,10001,3,Apartment,3,2,5,Doorman,86,10001,10B,93,W 28th St,New York,NY,New York,3,Apartment,86,5685,Pending,250,4/11/26,9:00,family interested in schools,Scheduled,,,,,,,,,,10001,Chelsea,5,PS 33,281 9th Ave,New York,NY,New York,10001,5,bus
251,7,White Plains Office,10 Main St,White Plains,NY,10601,9145551717,41,Gwendolyn,Bridges,Agent,PT,6/2/24,gwendolynbridges@dreamhomesnyc.com,9145550041,1041,6/2/24,6/2/26,NY,21,Zoe,Foster,,,5551210021,zoe.foster21@email.com,Individual,1250,NY,White Plains,10601,1,Condo,1,1,4,Elevator,110,10601,40B,61,Hamilton Ave,White Plains,NY,Westchester,1,Condo,110,667082,Active,251,4/12/26,12:00,price sensitive,Canceled,,,,,,,,,,10601,Downtown White Plains,7,White Plains HS,550 North St,White Plains,NY,Westchester,10601,7,subway
252,10,New Haven Office,275 Chapel St,New Haven,CT,6510,2035552020,55,Jason,Meadows,Manager,FT,8/3/24,jasonmeadows@dreamhomesnyc.com,2035550055,,,,,59,Sara,Scott,,,5551590059,sara.scott59@email.com,Individual,1251,NY,New Haven,6510,5,Co-op,4,1,,,166,6510,19B,561,Chapel St,New Haven,CT,New Haven,5,Co-op,166,611805,Active,252,4/13/26,12:00,price sensitive,scheduled,,,,,,,252,4/12/26,14:00,6510,Downtown New Haven,10,Hillhouse HS,480 Sherman Pkwy,New Haven,CT,New Haven,6510,10,bus
253,1,Hoboken Office,123 River St,Hoboken,NJ,7030,2015551111,5,Raelynn,Singh,Agent,PT,6/11/23,raelynnsingh@dreamhomesnyc.com,2015550005,1005,6/11/23,6/11/25,NJ,37,Sophia,Reed,,,5551370037,sophia.reed37@email.com,Individual,1252,NJ,Hoboken,7030,2,House,1,3,6,Laundry,14,7030,,442,River St,Hoboken,NJ,Hudson,2,House,14,729046,Active,253,4/14/26,13:30,price sensitive,completed,253,704026.42,18207.56,3/29/26,sale,buyer,253,4/13/26,14:00,7030,Hoboken,1,Hoboken High,800 Clinton St,Hoboken,NJ,Hudson,7030,1,subway
254,6,Brooklyn Heights Office,200 Montague St,Brooklyn,NY,11201,(718) 555-1616,32,Titan,Griffin,Senior Agent,FT,9/11/22,titangriffin@dreamhomesnyc.com,718-555-0032,1032,9/11/22,9/11/24,NY,121,,,Blue Peak LLC,42-1000121,5552210121,deals121@bluepeakllc.com,Corporation,1253,NY,Brooklyn,7042,4,Townhouse,1,2,3,Parking,102,11201,17B,406,Joralemon St,Brooklyn,NY,Kings,5,Co-op,102,677189,Closed,254,4/15/26,10:30,price sensitive,Canceled,,,,,,,,,,11201,Brooklyn Heights,6,Brooklyn Heights Prep,50 Court St,Brooklyn,NY,Kings,11201,6,ferry
255,8,Stamford Office,300 Atlantic Street,Stamford,CT,6901,2035551818,46,Darius,Beasley,Agent,FT,11/12/22,dariusbeasley@dreamhomesnyc.com,2035550046,1046,11/12/22,11/12/24,CT,19,Ava,Bell,,,5551190019,ava.bell19@email.com,Individual,1254,CT,Princeton,6901,1,Condo,1,3,4,Elevator,144,6901,32B,729,Atlantic St,Stamford,CT,Fairfield,1,Condo,144,1497196,Closed,,,,repeat row,,,,,,,,,,,6901,Downtown Stamford,8,Stamford HS,55 Strawberry Hill Ave,Stamford,CT,Fairfield,6901,8,bus
256,10,NEW HAVEN OFFICE,275 Chapel St,New Haven,CT,6510,2035552020,55,Jason,Meadows,Manager,FT,8/3/24,jasonmeadows@dreamhomesnyc.com,2035550055,,,,,105,Leah,Baker,,,5552050105,leah.baker105@email.com,Individual,1255,NJ,New Haven,6510,1,Condo,2,2,6,Laundry,165,6510,,804,Chapel St,New Haven,CT,New Haven,1,Condo,165,412241,Active,256,4/17/26,17:15,late showing,scheduled,,,,,,,,,,6510,Downtown New Haven,10,Hillhouse HS,480 Sherman Pkwy,New Haven,CT,New Haven,6510,10,bus
257,1,Hoboken Office,123 River St,Hoboken,NJ,7030,2015551111,3,Hana,Mora,Agent,FT,4/7/21,hanamora@dreamhomesnyc.com,2015550003,1003,4/7/21,4/7/23,NJ,162,Nina,Ward,,,5552620162,nina.ward162@email.com,Individual,1256,NJ,Montclair,7030,2,House,4,1,,,9,7030,,392,River St,Hoboken,NJ,Hudson,2,House,9,1278038,Closed,257,4/18/26,9:00,follow-up,scheduled,,,,,,,,,,7030,Hoboken,1,Hoboken High,800 Clinton St,Hoboken,NJ,Hudson,7030,1,train
258,7,White Plains Office,10 Main Street,White Plains,NY,10601,9145551717,39,Zariyah,Gould,Agent,FT,4/25/22,zariyahgould@dreamhomesnyc.com,9145550039,1039,4/25/22,4/25/24,NY,110,,,Pine Street Ventures,31-1000110,5552100110,deals110@pinestreetventures,Corporation,1257,NY,White Plains,10601,3,Apartment,4,2,1,Gym,109,10601,,631,Mamaroneck Ave,White Plains,NY,Westchester,3,Apartment,109,3603,Active,258,4/19/26,12:00,price sensitive,Canceled,,,,,,,,,,10601,Downtown White Plains,7,White Plains HS,550 North St,White Plains,NY,Westchester,10601,7,bus
259,1,Hoboken Office,123 River St,Hoboken,NJ,7030,2015551111,4,Arturo,Russell,Agent,FT,5/9/22,arturorussell@dreamhomesnyc.com,2015550004,1004,5/9/22,5/9/24,NJ,1,Jane,Roe,,,5551010001,jane.roe1@email.com,Individual,1258,NJ,White Plains,7030,5,Co-op,4,2,2,Pool,2,7030,35B,213,Washington St,Hoboken,NJ,Hudson,5,Co-op,2,1121029,Withdrawn,259,4/20/26,15:00,follow-up,scheduled,,,,,,,259,4/19/26,12:00,7030,Hoboken,1,Hoboken High,800 Clinton St,Hoboken,NJ,Hudson,7030,1,subway
260,3,Montclair Office,18 Bloomfield Ave,Montclair,NJ,7042,9735551313,17,Charley,Houston,Agent,PT,6/8/21,charleyhouston@dreamhomesnyc.com,9735550017,1017,6/8/21,6/8/23,NJ,105,Leah,Baker,,,5552050105,leah.baker105@email.com,Individual,1259,NJ,Jersey City,7042,4,Townhouse,1,2,2,Pool,50,7042,,720,Park St,Montclair,NJ,Essex,4,Townhouse,50,638479,Closed,260,4/21/26,17:15,follow-up,Scheduled,260,643370.95,14510.72,4/5/26,sale,buyer,260,4/20/26,11:00,7042,Upper Montclair,3,Montclair High,100 Chestnut St,Montclair,NJ,Essex,7042,3,ferry
261,7,White Plains Office,10 Main St,White Plains,NY,10601,9145551717,38,Abner,Booth,Senior Agent,FT,3/23/21,abnerbooth@dreamhomesnyc.com,9145550038,1038,3/23/21,3/23/23,NY,87,Bella,Morris,,,5551870087,bella.morris87@email.com,Individual,1260,NY,White Plains,11201,2,House,2,2,3,Parking,125,10601,,986,Hamilton Ave,White Plains,NY,Westchester,3,Apartment,125,8220,Active,,,,,,261,8524.59,401.5,4/6/26,rental,owner,261,4/21/26,11:00,10601,Downtown White Plains,7,White Plains HS,550 North St,White Plains,NY,Westchester,10601,7,train
262,10,New Haven Office,275 Chapel St,New Haven,CT,6510,2035552020,56,Pearl,Roberson,Senior Agent,FT,9/5/18,pearlroberson@dreamhomesnyc.com,2035550056,1056,9/5/18,9/5/20,CT,95,Eva,Price,,,5551950095,eva.price95@email.com,Individual,1261,CT,Stamford,6510,4,Townhouse,1,2,,,180,6510,,476,State St,New Haven,CT,New Haven,4,Townhouse,180,883541,Active,262,4/23/26,17:15,virtual tour,Completed,,,,,,,,,,6510,Downtown New Haven,10,Hillhouse HS,480 Sherman Pkwy,New Haven,CT,New Haven,6510,10,bus
263,5,Chelsea Office,456 8th Ave,New York,NY,10001,2125551515,29,Reese,Chapman,Agent,PT,6/5/19,reesechapman@dreamhomesnyc.com,2125550029,1029,6/5/19,6/5/21,NY,122,Mark,Lee,,,5552220122,mark.lee122@email.com,Individual,1262,CT,White Plains,10001,2,House,1,3,1,Gym,90,10001,5A,846,8th Ave,New York,NY,New York,2,House,90,526136,Closed,263,4/24/26,9:00,investor inquiry,completed,,,,,,,,,,10001,Chelsea,5,PS 33,281 9th Ave,New York,NY,New York,10001,5,ferry
264,7,WHITE PLAINS OFFICE,10 Main St,White Plains,NY,10601,9145551717,41,Gwendolyn,Bridges,Agent,PT,6/2/24,gwendolynbridges@dreamhomesnyc.com,9145550041,1041,6/2/24,6/2/26,NY,62,Mark,Hall,,,5551620062,mark.hall62@email.com,Individual,1263,NY,White Plains,7302,5,Co-op,4,1,,,124,10601,,886,Main St,White Plains,NY,Westchester,5,Co-op,124,1000646,Active,264,4/25/26,17:15,investor inquiry,scheduled,,,,,,,,,,10601,Downtown White Plains,7,White Plains HS,550 North St,White Plains,NY,Westchester,10601,7,bus
265,2,Jersey City Office,90 Hudson St,jersey city,NJ,7302,2015551212,9,Kamari,Leblanc,Agent,FT,10/19/20,kamarileblanc@dreamhomesnyc.com,2015550009,1009,10/19/20,10/19/22,NJ,58,Dylan,Lopez,,,5551580058,dylan.lopez58@email.com,Individual,1264,CT,JERSEY CITY,7302,4,Townhouse,4,3,3,Parking,24,7302,38B,128,Grand St,Jersey City,NJ,Hudson,1,Condo,24,1325550,Closed,265,4/26/26,9:00,follow-up,Scheduled,265,1316666.22,31483.03,4/10/26,sale,buyer,,,,7302,Downtown JC,2,PS 16,96 Sussex St,Jersey City,NJ,Hudson,7302,2,train
266,9,Greenwich Office,40 Field Point Rd,GREENWICH,CT,6830,2035551919,53,Dayton,Prince,Agent,PT,6/26/22,daytonprince@dreamhomesnyc.com,2035550053,1053,6/26/22,6/26/24,CT,80,Mason,Chen,,,5551800080,mason.chen80@email.com,Individual,1265,CT,GREENWICH,10601,4,Townhouse,2,1,4,Elevator,148,6830,,334,Mason St,Greenwich,CT,Fairfield,4,Townhouse,148,2707659,Active,266,4/27/26,13:30,late showing,Completed,,,,,,,,,,6830,Greenwich Ave,9,Greenwich High,10 Hillside Rd,Greenwich,CT,Fairfield,6830,9,train
267,3,Montclair Office,18 Bloomfield Ave,Montclair,NJ,7042,9735551313,16,Wesson,Yates,Agent,FT,5/6/20,wessonyates@dreamhomesnyc.com,9735550016,1016,5/6/20,5/6/22,NJ,38,Mia,Hall,,,5551380038,mia.hall38@email.com,Individual,1266,CT,Montclair,7042,3,Apartment,4,1,6,Laundry,38,7042,10B,660,Park St,Montclair,NJ,Essex,3,Apartment,38,4611,Closed,,,,repeat row,,,,,,,,,,,7042,Upper Montclair,3,Montclair High,100 Chestnut St,Montclair,NJ,Essex,7042,3,subway
268,5,CHELSEA OFFICE,456 8th Ave,New York,NY,10001,2125551515,27,Alani,Stone,Agent,FT,4/1/24,alanistone@dreamhomesnyc.com,2125550027,1027,4/1/24,4/1/26,NY,184,Chris,Bailey,,,5552840184,chris.bailey184@email.com,Individual,1267,NY,Princeton,7030,2,House,2,2,2,Pool,86,10001,10B,93,W 28th St,New York,NY,New York,3,Apartment,86,5685,Pending,,,,,,,,,,,,,,,10001,Chelsea,5,PS 33,281 9th Ave,New York,NY,New York,10001,5,bus
269,6,Brooklyn Heights Office,200 Montague St,Brooklyn,NY,11201,(718) 555-1616,35,Allison,Chung,Agent,PT,12/17/18,allisonchung@dreamhomesnyc.com,718-555-0035,1035,12/17/18,12/17/20,NY,136,,,Acme Holdings,57-1000136,5552360136,deals136@acmeholdings,Corporation,1268,NY,Princeton,6830,4,Townhouse,1,2,,,101,11201,,981,Court St,Brooklyn,NY,Kings,4,Townhouse,101,1079314,Active,,,,,,269,1078145.17,28925.21,4/14/26,sale,seller,,,,11201,Brooklyn Heights,6,Brooklyn Heights Prep,50 Court St,Brooklyn,NY,Kings,11201,6,train
270,3,Montclair Office,18 Bloomfield Ave,Montclair,NJ,7042,9735551313,15,Zaylee,Trejo,Agent,FT,4/4/19,zayleetrejo@dreamhomesnyc.com,9735550015,1015,4/4/19,4/4/21,NJ,192,Nina,Doe,,,5552920192,nina.doe192@email.com,Individual,1269,NJ,Brooklyn,6510,3,Apartment,1,2,1,Gym,54,7042,19A,867,Valley Rd,Montclair,NJ,Essex,3,Apartment,54,8313,Active,270,5/1/26,13:30,price sensitive,scheduled,270,8325.83,363.15,3/1/26,rental,renter,,,,7042,Upper Montclair,3,Montclair High,100 Chestnut St,Montclair,NJ,Essex,7042,3,ferry
271,1,Hoboken Office,123 River St,Hoboken,NJ,7030,2015551111,2,Bronson,McCullough,Senior Agent,FT,3/5/20,bronsonmccullough@dreamhomesnyc.com,2015550002,1002,3/5/20,3/5/22,NJ,102,,,Pine Street Ventures,23-1000102,5552020102,deals102@pinestreetventures,Corporation,1270,NJ,Montclair,10601,1,Condo,2,2,1,Gym,9,7030,,392,River St,Hoboken,NJ,Hudson,2,House,9,1278038,Closed,271,5/2/26,9:00,virtual tour,completed,271,1268857.27,37945.33,3/2/26,sale,seller,271,5/1/26,11:00,7030,Hoboken,1,Hoboken High,800 Clinton St,Hoboken,NJ,Hudson,7030,1,train
272,6,Brooklyn Heights Office,200 Montague St,Brooklyn,NY,11201,7185551616,32,Titan,Griffin,Senior Agent,FT,9/11/22,titangriffin@dreamhomesnyc.com,7185550032,1032,9/11/22,9/11/24,NY,166,Miles,Cole,,,5552660166,miles.cole166@email.com,Individual,1271,NY,Brooklyn,11201,3,Apartment,3,1,,,99,11201,19B,115,Montague St,Brooklyn,NY,Kings,3,Apartment,99,6163,Active,272,5/3/26,15:00,virtual tour,scheduled,,,,,,,,,,11201,Brooklyn Heights,6,Brooklyn Heights Prep,50 Court St,Brooklyn,NY,Kings,11201,6,ferry
273,3,Montclair Office,18 Bloomfield Ave,MONTCLAIR,NJ,7042,9735551313,13,Tiffany,Griffith,Manager,FT,2/27/24,tiffanygriffith@dreamhomesnyc.com,9735550013,,,,,47,Ruby,Price,,,5551470047,ruby.price47@email.com,Individual,1272,CT,MONTCLAIR,7042,1,Condo,1,1,3,Parking,54,7042,19A,867,Valley Rd,Montclair,NJ,Essex,3,Apartment,54,8313,Active,,,,,,273,8711.96,460.32,3/4/26,rental,renter,,,,7042,Upper Montclair,3,Montclair High,100 Chestnut St,Montclair,NJ,Essex,7042,3,ferry
274,4,Princeton Office,55 Nassau St,Princeton,NJ,8542,6095551414,23,Ellianna,Nixon,Agent,PT,12/20/20,elliannanixon@dreamhomesnyc.com,6095550023,1023,12/20/20,12/20/22,NJ,133,Paul,Reed,,,5552330133,paul.reed133@email.com,Individual,1273,NY,Stamford,8542,4,Townhouse,2,3,,,64,8542,,387,Mercer St,Princeton,NJ,Mercer,4,Townhouse,64,1579036,Active,274,5/5/26,9:00,First showing,Completed,274,1504426.64,43508.98,3/5/26,sale,buyer,,,,8542,Princeton Center,4,Princeton High,151 Moore St,Princeton,NJ,Mercer,8542,4,bus
275,9,Greenwich Office,40 Field Point Rd,greenwich,CT,6830,2035551919,53,Dayton,Prince,Agent,PT,6/26/22,daytonprince@dreamhomesnyc.com,2035550053,1053,6/26/22,6/26/24,CT,33,,,Blue Peak LLC,43-1000033,5551330033,deals33@bluepeakllc.com,Corporation,1274,NY,GREENWICH,6830,3,Apartment,1,2,6,Laundry,152,6830,,762,Putnam Ave,Greenwich,CT,Fairfield,3,Apartment,152,8184,Closed,275,5/6/26,10:30,follow-up,Canceled,,,,,,,,,,6830,Greenwich Ave,9,Greenwich High,10 Hillside Rd,Greenwich,CT,Fairfield,6830,9,train
276,6,Brooklyn Heights Office,200 Montague St,Brooklyn,NY,11201,7185551616,33,Charlie,Colon,Agent,FT,10/13/23,charliecolon@dreamhomesnyc.com,7185550033,1033,10/13/23,10/13/25,NY,112,Leo,Bailey,,,5552120112,leo.bailey112@email.com,Individual,1275,NY,Princeton,11201,4,Townhouse,1,3,3,Parking,108,11201,,920,Joralemon St,Brooklyn,NY,Kings,4,Townhouse,108,1371150,Active,276,5/7/26,10:30,family interested in schools,Canceled,276,1335423.37,39749.95,3/7/26,sale,seller,,,,11201,Brooklyn Heights,6,Brooklyn Heights Prep,50 Court St,Brooklyn,NY,Kings,11201,6,bus
277,3,MONTCLAIR OFFICE,18 Bloomfield Ave,Montclair,NJ,7042,9735551313,15,Zaylee,Trejo,Agent,FT,4/4/19,zayleetrejo@dreamhomesnyc.com,9735550015,1015,4/4/19,4/4/21,NJ,79,Ava,Allen,,,5551790079,ava.allen79@email.com,Individual,1276,NJ,Jersey City,7042,3,Apartment,3,2,,,45,7042,,399,Park St,Montclair,NJ,Essex,5,Co-op,45,1251194,Active,277,5/8/26,12:00,commuting buyer,scheduled,,,,,,,277,5/7/26,12:00,7042,Upper Montclair,3,Montclair High,100 Chestnut St,Montclair,NJ,Essex,7042,3,ferry
278,9,Greenwich Office,40 Field Point Rd,Greenwich,CT,6830,2035551919,53,Dayton,Prince,Agent,PT,6/26/22,daytonprince@dreamhomesnyc.com,2035550053,1053,6/26/22,6/26/24,CT,14,Tara,Hall,,,5551140014,tara.hall14@email.com,Individual,1277,CT,Princeton,10601,2,House,2,2,4,Elevator,146,6830,,819,Putnam Ave,Greenwich,CT,Fairfield,2,House,146,2268922,Pending,278,5/9/26,17:15,family interested in schools,Canceled,,,,,,,278,5/8/26,13:00,6830,Greenwich Ave,9,Greenwich High,10 Hillside Rd,Greenwich,CT,Fairfield,6830,9,bus
279,2,Jersey City Office,90 Hudson St,Jersey City,NJ,7302,2015551212,10,Braden,Cross,Agent,FT,11/21/21,bradencross@dreamhomesnyc.com,2015550010,1010,11/21/21,11/21/23,NJ,20,Mason,Ross,,,5551200020,mason.ross20@email.com,Individual,1278,NJ,Jersey City,7302,5,Co-op,2,1,6,Laundry,24,7302,38B,128,Grand St,Jersey City,NJ,Hudson,1,Condo,24,1325550,Closed,279,5/10/26,13:30,follow-up,scheduled,279,1268705.86,36456.87,3/10/26,sale,buyer,,,,7302,Downtown JC,2,PS 16,96 Sussex St,Jersey City,NJ,Hudson,7302,2,train
280,4,Princeton Office,55 Nassau St,Princeton,NJ,8542,(609) 555-1414,24,Cory,Dunn,Transaction Coordinator,FT,1/22/21,corydunn@dreamhomesnyc.com,609-555-0024,,,,,136,,,Acme Holdings,57-1000136,5552360136,deals136@acmeholdings,Corporation,1279,NJ,Princeton,8542,4,Townhouse,3,1,3,Parking,63,8542,,835,Witherspoon St,Princeton,NJ,Mercer,4,Townhouse,63,1095188,Active,,,,,,,,,,,,,,,8542,Princeton Center,4,Princeton High,151 Moore St,Princeton,NJ,Mercer,8542,4,bus
281,5,Chelsea Office,456 8th Ave,New York,NY,10001,2125551515,26,Beckett,Delgado,Senior Agent,FT,3/26/23,beckettdelgado@dreamhomesnyc.com,2125550026,1026,3/26/23,3/26/25,NY,139,Ava,Bell,,,5552390139,ava.bell139@email.com,Individual,1280,NJ,New York,10001,5,Co-op,1,3,,,87,10001,,105,W 28th St,New York,NY,New York,5,Co-op,87,901589,Active,281,4/2/26,9:00,virtual tour,completed,,,,,,,,,,10001,Chelsea,5,PS 33,281 9th Ave,New York,NY,New York,10001,5,bus
282,5,Chelsea Office,456 8th Ave,New York,NY,10001,2125551515,27,Alani,Stone,Agent,FT,4/1/24,alanistone@dreamhomesnyc.com,2125550027,1027,4/1/24,4/1/26,NY,28,Dylan,Ng,,,5551280028,dylan.ng28@email.com,Individual,1281,NY,Montclair,10001,3,Apartment,2,2,4,Elevator,85,10001,27B,391,W 26th St,New York,NY,New York,3,Apartment,85,7978,Withdrawn,282,4/3/26,13:30,First showing,Completed,,,,,,,282,4/7/26,14:00,10001,Chelsea,5,PS 33,281 9th Ave,New York,NY,New York,10001,5,train
283,5,Chelsea Office,456 8th Ave,New York,NY,10001,2125551515,28,Finn,Woods,Agent,FT,5/3/18,finnwoods@dreamhomesnyc.com,2125550028,1028,5/3/18,5/3/20,NY,47,Ruby,Price,,,5551470047,ruby.price47@email.com,Individual,1282,NY,New York,6901,1,Condo,2,2,1,Gym,77,10001,28B,288,W 26th St,New York,NY,New York,1,Condo,77,480585,Pending,283,4/4/26,9:00,price sensitive,scheduled,,,,,,,,,,10001,Chelsea,5,PS 33,281 9th Ave,New York,NY,New York,10001,5,ferry
284,10,New Haven Office,275 Chapel St,New Haven,CT,6510,2035552020,59,Sergio,Harrison,Agent,PT,12/11/21,sergioharrison@dreamhomesnyc.com,2035550059,1059,12/11/21,12/11/23,CT,123,Lina,Patel,,,5552230123,lina.patel123@email.com,Individual,1283,NY,New Haven,6510,4,Townhouse,4,1,5,Doorman,171,6510,,681,Chapel St,New Haven,CT,New Haven,4,Townhouse,171,358454,Pending,284,4/5/26,17:15,commuting buyer,Completed,284,340427.05,7713.61,3/15/26,sale,buyer,,,,6510,Downtown New Haven,10,Hillhouse HS,480 Sherman Pkwy,New Haven,CT,New Haven,6510,10,train
285,1,Hoboken Office,123 River St,hoboken,NJ,7030,2015551111,5,Raelynn,Singh,Agent,PT,6/11/23,raelynnsingh@dreamhomesnyc.com,2015550005,1005,6/11/23,6/11/25,NJ,88,,,Acme Holdings,98-1000088,5551880088,deals88@acmeholdings,Corporation,1284,NJ,HOBOKEN,7030,2,House,2,2,6,Laundry,14,7030,,442,River St,Hoboken,NJ,Hudson,2,House,14,729046,Active,285,4/6/26,10:30,investor inquiry,Scheduled,,,,,,,,,,7030,Hoboken,1,Hoboken High,800 Clinton St,Hoboken,NJ,Hudson,7030,1,subway
286,3,Montclair Office,18 Bloomfield Ave,Montclair,NJ,7042,9735551313,14,Franklin,Foley,Senior Agent,FT,3/2/18,franklinfoley@dreamhomesnyc.com,9735550014,1014,3/2/18,3/2/20,NJ,27,Bella,Patel,,,5551270027,bella.patel27@email.com,Individual,1285,CT,Montclair,7042,2,House,1,1,,,51,7042,,65,Bloomfield Ave,Montclair,NJ,Essex,4,Townhouse,51,1396907,Closed,286,4/7/26,15:00,family interested in schools,Scheduled,,,,,,,,,,7042,Upper Montclair,3,Montclair High,100 Chestnut St,Montclair,NJ,Essex,7042,3,ferry
287,10,New Haven Office,275 Chapel St,New Haven,CT,6510,(203) 555-2020,57,Shepherd,Clark,Agent,FT,10/7/19,shepherdclark@dreamhomesnyc.com,203-555-0057,1057,10/7/19,10/7/21,CT,60,John,Flores,,,5551600060,john.flores60@email.com,Individual,1286,CT,New Haven,6510,4,Townhouse,1,2,6,Laundry,180,6510,,476,State St,New Haven,CT,New Haven,4,Townhouse,180,883541,Active,287,4/8/26,12:00,First showing,Completed,287,843969.91,55669.53,3/18/26,rental,owner,,,,6510,Downtown New Haven,10,Hillhouse HS,480 Sherman Pkwy,New Haven,CT,New Haven,6510,10,bus
288,7,White Plains Office,10 Main St,White Plains,NY,10601,9145551717,41,Gwendolyn,Bridges,Agent,PT,6/2/24,gwendolynbridges@dreamhomesnyc.com,9145550041,1041,6/2/24,6/2/26,NY,126,Noah,Kim,,,5552260126,noah.kim126@email.com,Individual,1287,NY,White Plains,10601,1,Condo,3,1,,,111,10601,17A,102,Hamilton Ave,White Plains,NY,Westchester,1,Condo,111,1126543,Active,288,4/9/26,15:00,late showing,Completed,,,,,,,288,4/13/26,14:00,10601,Downtown White Plains,7,White Plains HS,550 North St,White Plains,NY,Westchester,10601,7,subway
289,2,Jersey City Office,90 Hudson Street,Jersey City,NJ,7302,2015551212,9,Kamari,Leblanc,Agent,FT,10/19/20,kamarileblanc@dreamhomesnyc.com,2015550009,1009,10/19/20,10/19/22,NJ,155,Eva,Scott,,,5552550155,eva.scott155@email.com,Individual,1288,NJ,Jersey City,8542,1,Condo,2,1,6,Laundry,34,7302,14B,276,Grand St,Jersey City,NJ,Hudson,1,Condo,34,1498207,Active,289,4/10/26,10:30,price sensitive,Scheduled,289,1464705.79,40773.05,3/20/26,sale,seller,,,,7302,Downtown JC,2,PS 16,96 Sussex St,Jersey City,NJ,Hudson,7302,2,bus
290,7,White Plains Office,10 Main St,WHITE PLAINS,NY,10601,9145551717,40,Blaine,McKinney,Agent,FT,5/27/23,blainemckinney@dreamhomesnyc.com,9145550040,1040,5/27/23,5/27/25,NY,108,Caleb,Flores,,,5552080108,caleb.flores108@email.com,Individual,1289,NY,HOBOKEN,10601,2,House,1,2,6,Laundry,112,10601,,913,Hamilton Ave,White Plains,NY,Westchester,2,House,112,704110,Active,290,4/11/26,13:30,virtual tour,completed,,,,,,,,,,10601,Downtown White Plains,7,White Plains HS,550 North St,White Plains,NY,Westchester,10601,7,ferry
291,8,Stamford Office,300 Atlantic St,Stamford,CT,6901,(203) 555-1818,46,Darius,Beasley,Agent,FT,11/12/22,dariusbeasley@dreamhomesnyc.com,203-555-0046,1046,11/12/22,11/12/24,CT,156,Noah,Flores,,,5552560156,noah.flores156@email.com,Individual,1290,CT,Stamford,6901,1,Condo,4,1,6,Laundry,144,6901,32B,729,Atlantic St,Stamford,CT,Fairfield,1,Condo,144,1497196,Closed,291,4/12/26,12:00,investor inquiry,Completed,291,1443545.96,33769.27,3/22/26,sale,buyer,291,4/16/26,12:00,6901,Downtown Stamford,8,Stamford HS,55 Strawberry Hill Ave,Stamford,CT,Fairfield,6901,8,bus
292,10,New Haven Office,275 Chapel St,New Haven,CT,6510,(203) 555-2020,59,Sergio,Harrison,Agent,PT,12/11/21,sergioharrison@dreamhomesnyc.com,203-555-0059,1059,12/11/21,12/11/23,CT,72,Nina,Doe,,,5551720072,nina.doe72@email.com,Individual,1291,NY,Hoboken,8542,2,House,3,1,3,Parking,164,6510,,852,Chapel St,New Haven,CT,New Haven,5,Co-op,164,715509,Closed,292,4/13/26,17:15,investor inquiry,Completed,,,,,,,,,,6510,Downtown New Haven,10,Hillhouse HS,480 Sherman Pkwy,New Haven,CT,New Haven,6510,10,train
293,9,Greenwich Office,40 Field Point Rd,Greenwich,CT,6830,2035551919,51,Jakob,Calhoun,Agent,FT,4/22/20,jakobcalhoun@dreamhomesnyc.com,2035550051,1051,4/22/20,4/22/22,CT,57,Bella,Baker,,,5551570057,bella.baker57@email.com,Individual,1292,NY,Greenwich,6830,3,Apartment,3,1,3,Parking,161,6830,25B,720,Greenwich Ave,Greenwich,CT,Fairfield,3,Apartment,161,4966,Active,,,,,,,,,,,,,,,6830,Greenwich Ave,9,Greenwich High,10 Hillside Rd,Greenwich,CT,Fairfield,6830,9,train
