raw_expense_row_id,invoice_number,expense_date,amount,notes,exp_category_id,expense_category,approver_empl_id,approver_first_name,approver_last_name,approver_job_title,approver_email,approver_phone_number,office_id,office_name,office_street_address,office_city,office_state,office_zip_code,office_phone_number
254,20254,2026-03-05,1446.42,Light bulbs,2,Maintenance,15,Zaylee,Trejo,Agent,zayleetrejo@dreamhomesnyc.com,9735550015,3,Montclair Office,18 Bloomfield Ave,Montclair,NJ,7042,973-555-1313
255,20255,2026-03-06,1661.8,Neighborhood mailers,3,Marketing,59,Sergio,Harrison,Agent,sergioharrison@dreamhomesnyc.com,2035550059,10,New Haven Office,275 Chapel St,New Haven,CT,6510,2035552020
256,20256,2026-03-07,825.51,Office snacks,1,Utilities,2,Bronson,McCullough,Senior Agent,bronsonmccullough@dreamhomesnyc.com,2015550002,1,Hoboken Office,123 River St,HOBOKEN,NJ,7030,2015551111
257,20257,2026-03-08,54.26,gas service,1,Utilities,11,Nayeli,Robertson,Agent,nayelirobertson@dreamhomesnyc.com,2015550011,2,JERSEY CITY OFFICE,90 Hudson St,Jersey City,NJ,7302,2015551212
258,20258,2026-03-09,816.35,Gas service,1,Utilities,52,Thalia,Sierra,Agent,thaliasierra@dreamhomesnyc.com,203-555-0052,9,Greenwich Office,40 Field Point Rd,Greenwich,CT,6830,2035551919
259,20259,2026-03-10,868.85,Paper order,4,Office Supplies,38,Abner,Booth,Senior Agent,abnerbooth@dreamhomesnyc.com,9145550038,7,White Plains Office,10 Main St,WHITE PLAINS,NY,10601,9145551717
260,20260,2026-03-11,3991.02,light bulbs,2,Maintenance,52,Thalia,Sierra,Agent,thaliasierra@dreamhomesnyc.com,203-555-0052,9,GREENWICH OFFICE,40 Field Point Rd,Greenwich,CT,6830,2035551919
261,20261,2026-03-12,1592.84,Internet overage,1,Utilities,15,Zaylee,Trejo,Agent,zayleetrejo@dreamhomesnyc.com,9735550015,3,Montclair Office,18 Bloomfield Ave,Montclair,NJ,7042,9735551313
262,20262,2026-03-13,710.43,Paint touch-up,2,Maintenance,11,Nayeli,Robertson,Agent,nayelirobertson@dreamhomesnyc.com,2015550011,2,Jersey City Office,90 Hudson St,Jersey City,NJ,7302,2015551212
263,20263,2026-03-14,3314.66,Carpet cleaning,2,Maintenance,38,Abner,Booth,Senior Agent,abnerbooth@dreamhomesnyc.com,9145550038,7,White Plains Office,10 Main St,White Plains,NY,10601,914-555-1717
264,20264,2026-03-15,436.17,Internet overage,1,Utilities,52,Thalia,Sierra,Agent,thaliasierra@dreamhomesnyc.com,203-555-0052,9,Greenwich Office,40 Field Point Rd,Greenwich,CT,6830,2035551919
265,20265,2026-03-16,175.93,Gas service,1,Utilities,38,Abner,Booth,Senior Agent,abnerbooth@dreamhomesnyc.com,9145550038,7,White Plains Office,10 Main St,WHITE PLAINS,NY,10601,9145551717
266,20266,2026-03-17,3024.94,Light bulbs,2,Maintenance,47,Jaylah,Hodges,Agent,jaylahhodges@dreamhomesnyc.com,2035550047,8,Stamford Office,300 Atlantic St,Stamford,CT,6901,203-555-1818
267,20267,2026-03-18,11231.95,Storage room lease,5,Rent,15,Zaylee,Trejo,Agent,zayleetrejo@dreamhomesnyc.com,9735550015,3,Montclair Office,18 Bloomfield Ave,Montclair,NJ,7042,9735551313
268,20268,2026-03-19,2343.28,window repair,2,Maintenance,32,Titan,Griffin,Senior Agent,titangriffin@dreamhomesnyc.com,7185550032,6,BROOKLYN HEIGHTS OFFICE,200 Montague St,Brooklyn,NY,11201,7185551616
269,20269,2026-03-20,1678.69,neighborhood mailers,3,Marketing,23,Ellianna,Nixon,Agent,elliannanixon@dreamhomesnyc.com,609-555-0023,4,PRINCETON OFFICE,55 Nassau St,Princeton,NJ,8542,6095551414
270,20270,2026-03-21,3958.59,Paint touch-up,2,Maintenance,23,Ellianna,Nixon,Agent,elliannanixon@dreamhomesnyc.com,609-555-0023,4,Princeton Office,55 Nassau St,Princeton,NJ,8542,6095551414
271,20271,2026-03-22,1035.52,Printer toner,4,Office Supplies,15,Zaylee,Trejo,Agent,zayleetrejo@dreamhomesnyc.com,9735550015,3,Montclair Office,18 Bloomfield Ave,Montclair,NJ,7042,9735551313
272,20272,2026-03-23,3788.96,Light bulbs,2,Maintenance,15,Zaylee,Trejo,Agent,zayleetrejo@dreamhomesnyc.com,9735550015,3,Montclair Office,18 Bloomfield Ave,MONTCLAIR,NJ,7042,9735551313
273,20273,2026-03-24,11539.34,Monthly branch rent,5,Rent,32,Titan,Griffin,Senior Agent,titangriffin@dreamhomesnyc.com,7185550032,6,Brooklyn Heights Office,200 Montague St,Brooklyn,NY,11201,7185551616
274,20274,2026-03-25,876.81,Conference room cables,4,Office Supplies,15,Zaylee,Trejo,Agent,zayleetrejo@dreamhomesnyc.com,9735550015,3,Montclair Office,18 Bloomfield Ave,Montclair,NJ,7042,9735551313
275,20275,2026-03-26,829.5,conference room cables,4,Office Supplies,29,Reese,Chapman,Agent,reesechapman@dreamhomesnyc.com,2125550029,5,CHELSEA OFFICE,456 8th Ave,New York,NY,10001,2125551515
276,20276,2026-03-27,2267.88,HVAC tune up,2,Maintenance,32,Titan,Griffin,Senior Agent,titangriffin@dreamhomesnyc.com,7185550032,6,Brooklyn Heights Office,200 Montague St,Brooklyn,NY,11201,718-555-1616
277,20277,2026-03-28,1506.02,Electric bill,1,Utilities,23,Ellianna,Nixon,Agent,elliannanixon@dreamhomesnyc.com,609-555-0023,4,Princeton Office,55 Nassau St,Princeton,NJ,8542,609-555-1414
278,20278,2026-03-29,778.64,Conference room cables,4,Office Supplies,23,Ellianna,Nixon,Agent,elliannanixon@dreamhomesnyc.com,609-555-0023,4,Princeton Office,55 Nassau St,Princeton,NJ,8542,6095551414
279,20279,2026-03-30,3727.63,Neighborhood mailers,3,Marketing,23,Ellianna,Nixon,Agent,elliannanixon@dreamhomesnyc.com,609-555-0023,4,Princeton Office,55 Nassau St,Princeton,NJ,8542,6095551414
280,20280,2026-03-31,2599.35,spring digital ads,3,Marketing,47,Jaylah,Hodges,Agent,jaylahhodges@dreamhomesnyc.com,2035550047,8,STAMFORD OFFICE,300 Atlantic St,Stamford,CT,6901,2035551818
281,20281,2026-04-01,2258.83,Gas service,1,Utilities,15,Zaylee,Trejo,Agent,zayleetrejo@dreamhomesnyc.com,9735550015,3,Montclair Office,18 Bloomfield Ave,Montclair,NJ,7042,9735551313
282,20282,2026-04-02,1070.9,Water delivery,1,Utilities,59,Sergio,Harrison,Agent,sergioharrison@dreamhomesnyc.com,2035550059,10,New Haven Office,275 Chapel St,New Haven,CT,6510,2035552020
283,20283,2026-04-03,3130.42,Window repair,2,Maintenance,47,Jaylah,Hodges,Agent,jaylahhodges@dreamhomesnyc.com,2035550047,8,Stamford Office,300 Atlantic St,Stamford,CT,6901,2035551818
284,20284,2026-04-04,910.91,Window repair,2,Maintenance,59,Sergio,Harrison,Agent,sergioharrison@dreamhomesnyc.com,2035550059,10,New Haven Office,275 Chapel St,New Haven,CT,6510,2035552020
285,20285,2026-04-05,768.19,Office snacks,1,Utilities,15,Zaylee,Trejo,Agent,zayleetrejo@dreamhomesnyc.com,9735550015,3,Montclair Office,18 Bloomfield Ave,Montclair,NJ,7042,9735551313
286,20286,2026-04-06,773.99,Electric bill,1,Utilities,59,Sergio,Harrison,Agent,sergioharrison@dreamhomesnyc.com,2035550059,10,New Haven Office,275 Chapel St,New Haven,CT,6510,203-555-2020
287,20287,2026-04-07,2930.58,Spring digital ads,3,Marketing,11,Nayeli,Robertson,Agent,nayelirobertson@dreamhomesnyc.com,2015550011,2,Jersey City Office,90 Hudson St,Jersey City,NJ,7302,2015551212
288,20288,2026-04-08,528.34,Office snacks,1,Utilities,23,Ellianna,Nixon,Agent,elliannanixon@dreamhomesnyc.com,609-555-0023,4,Princeton Office,55 Nassau St.,Princeton,NJ,8542,6095551414
289,20289,2026-04-09,356.41,HVAC tune up,2,Maintenance,15,Zaylee,Trejo,Agent,zayleetrejo@dreamhomesnyc.com,9735550015,3,Montclair Office,18 Bloomfield Ave,Montclair,NJ,7042,9735551313
290,20290,2026-04-10,630.87,Internet overage,1,Utilities,11,Nayeli,Robertson,Agent,nayelirobertson@dreamhomesnyc.com,2015550011,2,Jersey City Office,90 Hudson St,Jersey City,NJ,7302,2015551212
291,20291,2026-04-11,2499.83,Window repair,2,Maintenance,47,Jaylah,Hodges,Agent,jaylahhodges@dreamhomesnyc.com,2035550047,8,Stamford Office,300 Atlantic St,Stamford,CT,6901,2035551818
292,20292,2026-04-12,4004.36,HVAC tune up,2,Maintenance,52,Thalia,Sierra,Agent,thaliasierra@dreamhomesnyc.com,203-555-0052,9,Greenwich Office,40 Field Point Rd,Greenwich,CT,6830,2035551919
293,20293,2026-04-13,4558.31,Broker event promo,3,Marketing,2,Bronson,McCullough,Senior Agent,bronsonmccullough@dreamhomesnyc.com,2015550002,1,Hoboken Office,123 River St.,Hoboken,NJ,7030,2015551111
294,20294,2026-04-14,2858.22,Paint touch-up,2,Maintenance,59,Sergio,Harrison,Agent,sergioharrison@dreamhomesnyc.com,2035550059,10,New Haven Office,275 Chapel St,New Haven,CT,6510,2035552020
295,20295,2026-04-15,181.49,Paper order,4,Office Supplies,23,Ellianna,Nixon,Agent,elliannanixon@dreamhomesnyc.com,609-555-0023,4,Princeton Office,55 Nassau St,Princeton,NJ,8542,6095551414
296,20296,2026-04-16,626.74,Breakroom supplies,4,Office Supplies,52,Thalia,Sierra,Agent,thaliasierra@dreamhomesnyc.com,203-555-0052,9,Greenwich Office,40 Field Point Rd,Greenwich,CT,6830,2035551919
297,20297,2026-04-17,3964.04,Window repair,2,Maintenance,11,Nayeli,Robertson,Agent,nayelirobertson@dreamhomesnyc.com,2015550011,2,Jersey City Office,90 Hudson St,Jersey City,NJ,7302,2015551212
298,20298,2026-04-18,2349.25,MLS premium placement,3,Marketing,52,Thalia,Sierra,Agent,thaliasierra@dreamhomesnyc.com,203-555-0052,9,Greenwich Office,40 Field Point Rd,Greenwich,CT,6830,203-555-1919
299,20299,2026-04-19,2161.22,spring digital ads,3,Marketing,47,Jaylah,Hodges,Agent,jaylahhodges@dreamhomesnyc.com,2035550047,8,STAMFORD OFFICE,300 Atlantic St,Stamford,CT,6901,2035551818
300,20300,2026-03-01,359.52,Desk chairs,4,Office Supplies,32,Titan,Griffin,Senior Agent,titangriffin@dreamhomesnyc.com,7185550032,6,Brooklyn Heights Office,200 Montague St,BROOKLYN,NY,11201,7185551616
301,20301,2026-03-02,84.62,Water delivery,1,Utilities,15,Zaylee,Trejo,Agent,zayleetrejo@dreamhomesnyc.com,9735550015,3,Montclair Office,18 Bloomfield Ave,Montclair,NJ,7042,9735551313
302,20302,2026-03-03,348.47,Internet overage,1,Utilities,38,Abner,Booth,Senior Agent,abnerbooth@dreamhomesnyc.com,9145550038,7,White Plains Office,10 Main St,White Plains,NY,10601,9145551717
303,20303,2026-03-04,1069.77,Breakroom supplies,4,Office Supplies,15,Zaylee,Trejo,Agent,zayleetrejo@dreamhomesnyc.com,9735550015,3,Montclair Office,18 Bloomfield Ave,Montclair,NJ,7042,9735551313
304,20304,2026-03-05,2480.02,Neighborhood mailers,3,Marketing,52,Thalia,Sierra,Agent,thaliasierra@dreamhomesnyc.com,203-555-0052,9,Greenwich Office,40 Field Point Rd,Greenwich,CT,6830,2035551919
305,20305,2026-03-06,319.68,Neighborhood mailers,3,Marketing,11,Nayeli,Robertson,Agent,nayelirobertson@dreamhomesnyc.com,2015550011,2,Jersey City Office,90 Hudson St,Jersey City,NJ,7302,2015551212
306,20306,2026-03-07,1957.5,Office snacks,1,Utilities,47,Jaylah,Hodges,Agent,jaylahhodges@dreamhomesnyc.com,2035550047,8,Stamford Office,300 Atlantic St,Stamford,CT,6901,2035551818
307,20307,2026-03-08,4189.55,Paint touch-up,2,Maintenance,59,Sergio,Harrison,Agent,sergioharrison@dreamhomesnyc.com,2035550059,10,New Haven Office,275 Chapel St,New Haven,CT,6510,203-555-2020
308,20308,2026-03-09,989.62,conference room cables,4,Office Supplies,59,Sergio,Harrison,Agent,sergioharrison@dreamhomesnyc.com,2035550059,10,NEW HAVEN OFFICE,275 Chapel St,New Haven,CT,6510,2035552020
309,20309,2026-03-10,544.75,Carpet cleaning,2,Maintenance,23,Ellianna,Nixon,Agent,elliannanixon@dreamhomesnyc.com,609-555-0023,4,Princeton Office,55 Nassau St.,Princeton,NJ,8542,6095551414
310,20310,2026-03-11,4002.83,Carpet cleaning,2,Maintenance,11,Nayeli,Robertson,Agent,nayelirobertson@dreamhomesnyc.com,2015550011,2,Jersey City Office,90 Hudson St,JERSEY CITY,NJ,7302,2015551212
311,20311,2026-03-12,1803.54,Office snacks,1,Utilities,32,Titan,Griffin,Senior Agent,titangriffin@dreamhomesnyc.com,7185550032,6,Brooklyn Heights Office,200 Montague St,Brooklyn,NY,11201,7185551616
312,20312,2026-03-13,1020.78,Breakroom supplies,4,Office Supplies,11,Nayeli,Robertson,Agent,nayelirobertson@dreamhomesnyc.com,2015550011,2,Jersey City Office,90 Hudson St.,Jersey City,NJ,7302,2015551212
313,20313,2026-03-14,144.72,printer toner,4,Office Supplies,52,Thalia,Sierra,Agent,thaliasierra@dreamhomesnyc.com,203-555-0052,9,GREENWICH OFFICE,40 Field Point Rd,Greenwich,CT,6830,2035551919
314,20314,2026-03-15,2961.05,Window repair,2,Maintenance,11,Nayeli,Robertson,Agent,nayelirobertson@dreamhomesnyc.com,2015550011,2,Jersey City Office,90 Hudson St.,Jersey City,NJ,7302,2015551212
315,20315,2026-03-16,4113.53,MLS premium placement,3,Marketing,52,Thalia,Sierra,Agent,thaliasierra@dreamhomesnyc.com,203-555-0052,9,Greenwich Office,40 Field Point Rd,Greenwich,CT,6830,203-555-1919
316,20316,2026-03-17,11009.25,Storage room lease,5,Rent,15,Zaylee,Trejo,Agent,zayleetrejo@dreamhomesnyc.com,9735550015,3,Montclair Office,18 Bloomfield Ave,Montclair,NJ,7042,9735551313
317,20317,2026-03-18,2118.39,Office snacks,1,Utilities,47,Jaylah,Hodges,Agent,jaylahhodges@dreamhomesnyc.com,2035550047,8,Stamford Office,300 Atlantic St.,Stamford,CT,6901,2035551818
318,20318,2026-03-19,468.69,Desk chairs,4,Office Supplies,47,Jaylah,Hodges,Agent,jaylahhodges@dreamhomesnyc.com,2035550047,8,Stamford Office,300 Atlantic St,Stamford,CT,6901,2035551818
319,20319,2026-03-20,339.09,Conference room cables,4,Office Supplies,15,Zaylee,Trejo,Agent,zayleetrejo@dreamhomesnyc.com,9735550015,3,Montclair Office,18 Bloomfield Ave,Montclair,NJ,7042,9735551313
320,20320,2026-03-21,1482.25,Spring digital ads,3,Marketing,59,Sergio,Harrison,Agent,sergioharrison@dreamhomesnyc.com,2035550059,10,New Haven Office,275 Chapel St,New Haven,CT,6510,2035552020
321,20321,2026-03-22,227.91,window repair,2,Maintenance,59,Sergio,Harrison,Agent,sergioharrison@dreamhomesnyc.com,2035550059,10,NEW HAVEN OFFICE,275 Chapel St,New Haven,CT,6510,2035552020
322,20322,2026-03-23,2423.39,Water delivery,1,Utilities,32,Titan,Griffin,Senior Agent,titangriffin@dreamhomesnyc.com,7185550032,6,Brooklyn Heights Office,200 Montague St,Brooklyn,NY,11201,7185551616
323,20323,2026-03-24,3657.7,Neighborhood mailers,3,Marketing,29,Reese,Chapman,Agent,reesechapman@dreamhomesnyc.com,2125550029,5,Chelsea Office,456 8th Ave,New York,NY,10001,2125551515
324,20324,2026-03-25,1475.73,Gas service,1,Utilities,15,Zaylee,Trejo,Agent,zayleetrejo@dreamhomesnyc.com,9735550015,3,Montclair Office,18 Bloomfield Ave,Montclair,NJ,7042,973-555-1313
325,20325,2026-03-26,201.65,Photography flyers,3,Marketing,38,Abner,Booth,Senior Agent,abnerbooth@dreamhomesnyc.com,9145550038,7,White Plains Office,10 Main St,White Plains,NY,10601,9145551717
326,20326,2026-03-27,673.81,Light bulbs,2,Maintenance,38,Abner,Booth,Senior Agent,abnerbooth@dreamhomesnyc.com,9145550038,7,White Plains Office,10 Main St,White Plains,NY,10601,9145551717
327,20327,2026-03-28,2164.02,internet overage,1,Utilities,11,Nayeli,Robertson,Agent,nayelirobertson@dreamhomesnyc.com,2015550011,2,JERSEY CITY OFFICE,90 Hudson St,Jersey City,NJ,7302,2015551212
328,20328,2026-03-29,1738.71,Paint touch-up,2,Maintenance,11,Nayeli,Robertson,Agent,nayelirobertson@dreamhomesnyc.com,2015550011,2,Jersey City Office,90 Hudson St,Jersey City,NJ,7302,2015551212
329,20329,2026-03-30,3493.89,Window repair,2,Maintenance,32,Titan,Griffin,Senior Agent,titangriffin@dreamhomesnyc.com,7185550032,6,Brooklyn Heights Office,200 Montague St,Brooklyn,NY,11201,7185551616
330,20330,2026-03-31,289.25,Electric bill,1,Utilities,47,Jaylah,Hodges,Agent,jaylahhodges@dreamhomesnyc.com,2035550047,8,Stamford Office,300 Atlantic St,Stamford,CT,6901,203-555-1818
331,20331,2026-04-01,574.65,paper order,4,Office Supplies,59,Sergio,Harrison,Agent,sergioharrison@dreamhomesnyc.com,2035550059,10,NEW HAVEN OFFICE,275 Chapel St,New Haven,CT,6510,2035552020
332,20332,2026-04-02,4556.25,Broker event promo,3,Marketing,59,Sergio,Harrison,Agent,sergioharrison@dreamhomesnyc.com,2035550059,10,New Haven Office,275 Chapel St,New Haven,CT,6510,2035552020
333,20333,2026-04-03,3567.57,Window repair,2,Maintenance,11,Nayeli,Robertson,Agent,nayelirobertson@dreamhomesnyc.com,2015550011,2,Jersey City Office,90 Hudson St.,Jersey City,NJ,7302,2015551212
334,20334,2026-04-04,3163.55,MLS premium placement,3,Marketing,29,Reese,Chapman,Agent,reesechapman@dreamhomesnyc.com,2125550029,5,Chelsea Office,456 8th Ave,New York,NY,10001,212-555-1515
335,20335,2026-04-05,126.55,Conference room cables,4,Office Supplies,59,Sergio,Harrison,Agent,sergioharrison@dreamhomesnyc.com,2035550059,10,New Haven Office,275 Chapel St,New Haven,CT,6510,2035552020
336,20336,2026-04-06,1573.72,Electric bill,1,Utilities,11,Nayeli,Robertson,Agent,nayelirobertson@dreamhomesnyc.com,2015550011,2,Jersey City Office,90 Hudson St,JERSEY CITY,NJ,7302,2015551212
337,20337,2026-04-07,241.23,Water delivery,1,Utilities,2,Bronson,McCullough,Senior Agent,bronsonmccullough@dreamhomesnyc.com,2015550002,1,Hoboken Office,123 River St.,Hoboken,NJ,7030,2015551111
338,20338,2026-04-08,680.04,Photography flyers,3,Marketing,23,Ellianna,Nixon,Agent,elliannanixon@dreamhomesnyc.com,609-555-0023,4,Princeton Office,55 Nassau St.,Princeton,NJ,8542,6095551414
339,20339,2026-04-09,3326.37,Spring digital ads,3,Marketing,2,Bronson,McCullough,Senior Agent,bronsonmccullough@dreamhomesnyc.com,2015550002,1,Hoboken Office,123 River St,HOBOKEN,NJ,7030,2015551111
340,20340,2026-04-10,1515.06,Broker event promo,3,Marketing,29,Reese,Chapman,Agent,reesechapman@dreamhomesnyc.com,2125550029,5,Chelsea Office,456 8th Ave,New York,NY,10001,2125551515
341,20341,2026-04-11,2063.69,Internet overage,1,Utilities,38,Abner,Booth,Senior Agent,abnerbooth@dreamhomesnyc.com,9145550038,7,White Plains Office,10 Main St.,White Plains,NY,10601,9145551717
342,20342,2026-04-12,4004.68,Window repair,2,Maintenance,32,Titan,Griffin,Senior Agent,titangriffin@dreamhomesnyc.com,7185550032,6,Brooklyn Heights Office,200 Montague St.,Brooklyn,NY,11201,7185551616
343,20343,2026-04-13,1053.55,breakroom supplies,4,Office Supplies,23,Ellianna,Nixon,Agent,elliannanixon@dreamhomesnyc.com,609-555-0023,4,PRINCETON OFFICE,55 Nassau St,Princeton,NJ,8542,6095551414
344,20344,2026-04-14,3097.52,spring digital ads,3,Marketing,2,Bronson,McCullough,Senior Agent,bronsonmccullough@dreamhomesnyc.com,2015550002,1,HOBOKEN OFFICE,123 River St,Hoboken,NJ,7030,2015551111
345,20345,2026-04-15,792.93,Gas service,1,Utilities,15,Zaylee,Trejo,Agent,zayleetrejo@dreamhomesnyc.com,9735550015,3,Montclair Office,18 Bloomfield Ave,Montclair,NJ,7042,973-555-1313
346,20346,2026-04-16,111.04,Water delivery,1,Utilities,15,Zaylee,Trejo,Agent,zayleetrejo@dreamhomesnyc.com,9735550015,3,Montclair Office,18 Bloomfield Ave,Montclair,NJ,7042,9735551313
347,20347,2026-04-17,774.51,Printer toner,4,Office Supplies,52,Thalia,Sierra,Agent,thaliasierra@dreamhomesnyc.com,203-555-0052,9,Greenwich Office,40 Field Point Rd,Greenwich,CT,6830,2035551919
348,20348,2026-04-18,2279.02,Office snacks,1,Utilities,47,Jaylah,Hodges,Agent,jaylahhodges@dreamhomesnyc.com,2035550047,8,Stamford Office,300 Atlantic St,Stamford,CT,6901,2035551818
349,20349,2026-04-19,6972.66,Monthly branch rent,5,Rent,29,Reese,Chapman,Agent,reesechapman@dreamhomesnyc.com,2125550029,5,Chelsea Office,456 8th Ave,NEW YORK,NY,10001,2125551515
350,20350,2026-03-01,1298.28,Photography flyers,3,Marketing,15,Zaylee,Trejo,Agent,zayleetrejo@dreamhomesnyc.com,9735550015,3,Montclair Office,18 Bloomfield Ave,Montclair,NJ,7042,973-555-1313
351,20351,2026-03-02,4873.77,Photography flyers,3,Marketing,52,Thalia,Sierra,Agent,thaliasierra@dreamhomesnyc.com,203-555-0052,9,Greenwich Office,40 Field Point Rd,Greenwich,CT,6830,203-555-1919
352,20352,2026-03-03,1097.12,HVAC tune up,2,Maintenance,11,Nayeli,Robertson,Agent,nayelirobertson@dreamhomesnyc.com,2015550011,2,Jersey City Office,90 Hudson St,Jersey City,NJ,7302,201-555-1212
353,20353,2026-03-04,3118.73,HVAC tune up,2,Maintenance,32,Titan,Griffin,Senior Agent,titangriffin@dreamhomesnyc.com,7185550032,6,Brooklyn Heights Office,200 Montague St,BROOKLYN,NY,11201,7185551616
354,20354,2026-03-05,3735.1,MLS premium placement,3,Marketing,47,Jaylah,Hodges,Agent,jaylahhodges@dreamhomesnyc.com,2035550047,8,Stamford Office,300 Atlantic St.,Stamford,CT,6901,2035551818
355,20355,2026-03-06,2710.5,Carpet cleaning,2,Maintenance,23,Ellianna,Nixon,Agent,elliannanixon@dreamhomesnyc.com,609-555-0023,4,Princeton Office,55 Nassau St,PRINCETON,NJ,8542,6095551414
356,20356,2026-03-07,97.42,HVAC tune up,2,Maintenance,15,Zaylee,Trejo,Agent,zayleetrejo@dreamhomesnyc.com,9735550015,3,Montclair Office,18 Bloomfield Ave,Montclair,NJ,7042,9735551313
357,20357,2026-03-08,359.36,Photography flyers,3,Marketing,29,Reese,Chapman,Agent,reesechapman@dreamhomesnyc.com,2125550029,5,Chelsea Office,456 8th Ave,New York,NY,10001,2125551515
358,20358,2026-03-09,2236.07,Office snacks,1,Utilities,32,Titan,Griffin,Senior Agent,titangriffin@dreamhomesnyc.com,7185550032,6,Brooklyn Heights Office,200 Montague St.,Brooklyn,NY,11201,7185551616
359,20359,2026-03-10,10661.76,Monthly branch rent,5,Rent,52,Thalia,Sierra,Agent,thaliasierra@dreamhomesnyc.com,203-555-0052,9,Greenwich Office,40 Field Point Rd,Greenwich,CT,6830,203-555-1919
360,20360,2026-03-11,1401.25,Electric bill,1,Utilities,29,Reese,Chapman,Agent,reesechapman@dreamhomesnyc.com,2125550029,5,Chelsea Office,456 8th Ave,New York,NY,10001,2125551515
361,20361,2026-03-12,792,MLS premium placement,3,Marketing,2,Bronson,McCullough,Senior Agent,bronsonmccullough@dreamhomesnyc.com,2015550002,1,Hoboken Office,123 River St,Hoboken,NJ,7030,2015551111
362,20362,2026-03-13,1669.16,Broker event promo,3,Marketing,59,Sergio,Harrison,Agent,sergioharrison@dreamhomesnyc.com,2035550059,10,New Haven Office,275 Chapel St,New Haven,CT,6510,2035552020
363,20363,2026-03-14,196.36,Light bulbs,2,Maintenance,47,Jaylah,Hodges,Agent,jaylahhodges@dreamhomesnyc.com,2035550047,8,Stamford Office,300 Atlantic St,STAMFORD,CT,6901,2035551818
364,20364,2026-03-15,3043.49,MLS premium placement,3,Marketing,15,Zaylee,Trejo,Agent,zayleetrejo@dreamhomesnyc.com,9735550015,3,Montclair Office,18 Bloomfield Ave,Montclair,NJ,7042,9735551313
365,20365,2026-03-16,2599.85,Spring digital ads,3,Marketing,15,Zaylee,Trejo,Agent,zayleetrejo@dreamhomesnyc.com,9735550015,3,Montclair Office,18 Bloomfield Ave,Montclair,NJ,7042,9735551313
366,20366,2026-03-17,154.64,Electric bill,1,Utilities,59,Sergio,Harrison,Agent,sergioharrison@dreamhomesnyc.com,2035550059,10,New Haven Office,275 Chapel St,NEW HAVEN,CT,6510,2035552020
367,20367,2026-03-18,2414.28,Neighborhood mailers,3,Marketing,2,Bronson,McCullough,Senior Agent,bronsonmccullough@dreamhomesnyc.com,2015550002,1,Hoboken Office,123 River St,Hoboken,NJ,7030,2015551111
368,20368,2026-03-19,4125.58,Photography flyers,3,Marketing,38,Abner,Booth,Senior Agent,abnerbooth@dreamhomesnyc.com,9145550038,7,White Plains Office,10 Main St,White Plains,NY,10601,914-555-1717
369,20369,2026-03-20,3277.54,MLS premium placement,3,Marketing,23,Ellianna,Nixon,Agent,elliannanixon@dreamhomesnyc.com,609-555-0023,4,Princeton Office,55 Nassau St,Princeton,NJ,8542,609-555-1414
370,20370,2026-03-21,1743.02,HVAC tune up,2,Maintenance,52,Thalia,Sierra,Agent,thaliasierra@dreamhomesnyc.com,203-555-0052,9,Greenwich Office,40 Field Point Rd,GREENWICH,CT,6830,2035551919
371,20371,2026-03-22,2132.47,Internet overage,1,Utilities,47,Jaylah,Hodges,Agent,jaylahhodges@dreamhomesnyc.com,2035550047,8,Stamford Office,300 Atlantic St,Stamford,CT,6901,2035551818
372,20372,2026-03-23,1148.1,Gas service,1,Utilities,32,Titan,Griffin,Senior Agent,titangriffin@dreamhomesnyc.com,7185550032,6,Brooklyn Heights Office,200 Montague St,Brooklyn,NY,11201,7185551616
373,20373,2026-03-24,856.57,Breakroom supplies,4,Office Supplies,38,Abner,Booth,Senior Agent,abnerbooth@dreamhomesnyc.com,9145550038,7,White Plains Office,10 Main St,White Plains,NY,10601,9145551717
374,20374,2026-03-25,3443.56,Light bulbs,2,Maintenance,52,Thalia,Sierra,Agent,thaliasierra@dreamhomesnyc.com,203-555-0052,9,Greenwich Office,40 Field Point Rd,Greenwich,CT,6830,2035551919
375,20375,2026-03-26,885.57,Carpet cleaning,2,Maintenance,32,Titan,Griffin,Senior Agent,titangriffin@dreamhomesnyc.com,7185550032,6,Brooklyn Heights Office,200 Montague St.,Brooklyn,NY,11201,7185551616
376,20376,2026-03-27,2352.77,Carpet cleaning,2,Maintenance,2,Bronson,McCullough,Senior Agent,bronsonmccullough@dreamhomesnyc.com,2015550002,1,Hoboken Office,123 River St,Hoboken,NJ,7030,201-555-1111
377,20377,2026-03-28,3551.38,Carpet cleaning,2,Maintenance,32,Titan,Griffin,Senior Agent,titangriffin@dreamhomesnyc.com,7185550032,6,Brooklyn Heights Office,200 Montague St,BROOKLYN,NY,11201,7185551616
378,20378,2026-03-29,921.52,Paper order,4,Office Supplies,11,Nayeli,Robertson,Agent,nayelirobertson@dreamhomesnyc.com,2015550011,2,Jersey City Office,90 Hudson St,Jersey City,NJ,7302,2015551212
379,20379,2026-03-30,623.38,Carpet cleaning,2,Maintenance,11,Nayeli,Robertson,Agent,nayelirobertson@dreamhomesnyc.com,2015550011,2,Jersey City Office,90 Hudson St,Jersey City,NJ,7302,2015551212
